School_ID,Short_Name,Long_Name,Primary_Category,Program_Type,Program_Group,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Program_Grades_Served,Application_Requirements,Program_Selections,How_To_Apply,Deadline,School_Latitude,School_Longitude,Location
400031,CICS - WRIGHTWOOD,CICS - Wrightwood,ES,CICS - WRIGHTWOOD--,,8130 S CALIFORNIA AVE,Chicago,Illinois,60652,7734344575,7734716178,https://www.cps.edu/schools/schoolprofiles/400031,https://cicswrightwood.org,,,<ul><li><strong>Selection Type: </strong></li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong></li></ul>,,,41.745365,-87.692614,POINT (-87.692614 41.745365)
609678,JONES HS,William Jones College Preparatory High School,HS,JONES HS-Selective Enrollment- High School,High School,700 S STATE ST,Chicago,Illinois,60605,7735348600,7735348625,https://www.cps.edu/schools/schoolprofiles/609678,https://www.jonescollegeprep.org,9,Admissions Exam,"<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General,Tier</li></ul>",Admissions Exam,,41.873066,-87.627675,POINT (-87.627675 41.873066)
609728,ROOSEVELT HS,Theodore Roosevelt High School,HS,ROOSEVELT HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,3436 W WILSON AVE,Chicago,Illinois,60625,7735345000,7735345044,https://www.cps.edu/schools/schoolprofiles/609728,https://rhsroughriders.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.964828,-87.714819,POINT (-87.714819 41.964828)
400026,CICS - LOOMIS,CICS - Loomis Primary,ES,CICS - LOOMIS--,,9535 S LOOMIS ST,Chicago,Illinois,60643,7734298955,7734298441,https://www.cps.edu/schools/schoolprofiles/400026,https://www.cicsloomislongwood.org,"K,1,2",,<ul><li><strong>Selection Type: </strong></li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong></li></ul>,,,41.720246,-87.657561,POINT (-87.657561 41.720246)
610246,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,BEASLEY-Selective Enrollment-Regional Gifted,Regional Gifted,5255 S STATE ST,Chicago,Illinois,60609,7735351230,7735351248,https://www.cps.edu/schools/schoolprofiles/610246,https://beasleyac.org/,"1,2,3,4",Admissions Exam,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Admissions Exam,,41.798465,-87.625692,POINT (-87.625692 41.798465)
610298,LENART,Lenart Elementary Regional Gifted Center,ES,LENART-Selective Enrollment-Regional Gifted,Regional Gifted,8101 S LASALLE ST,Chicago,Illinois,60620,7735350040,7735350048,https://www.cps.edu/schools/schoolprofiles/610298,http://lenart.cps.edu,"5,6,7,8",Admissions Exam,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>3.0</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Admissions Exam,,41.747186,-87.62804,POINT (-87.62804 41.747186)
610533,PRIETO,Dr Jorge Prieto Math and Science,ES,PRIETO-Open Enrollment-Dual Language,Dual Language,2231 N CENTRAL AVE,Chicago,Illinois,60639,7735340210,7735340211,https://www.cps.edu/schools/schoolprofiles/610533,http://prieto.cps.edu,"K,1,2,3",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.921318,-87.765781,POINT (-87.765781 41.921318)
610563,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,BACK OF THE YARDS HS-Citywide-World Language,World Language,2111 W 47TH ST,Chicago,Illinois,60609,7735357320,7735356880,https://www.cps.edu/schools/schoolprofiles/610563,https://boycp.org/,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>2.5</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Elementary Preference,General</li><li><strong>Note: </strong>Elementary preference:   AZUELA,  BARRY, BATEMAN, BELMONT-CRAGIN, CALMECA, CARSON, CHASE, COOPER, DARWIN, EDWARDS, ERIE, GLOBAL CITIZENSHIP, HURLEY, INTER-AMERICAN, MOOS, MOZART, NAMASTE, SABIN, SPRY ES, STOWE, TALCOTT, TELPOCHCALLI, VOLTA, VON LINNE, WHITTIER</li></ul>",None,,41.808413,-87.677541,POINT (-87.677541 41.808413)
610250,SALAZAR,Ruben Salazar Elementary Bilingual Center,ES,SALAZAR-Open Enrollment-General Education,General Education,160 W WENDELL ST,Chicago,Illinois,60610,7735348310,7735348313,https://www.cps.edu/schools/schoolprofiles/610250,https://salazar.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.901417,-87.633632,POINT (-87.633632 41.901417)
610368,HUGHES L,Langston Hughes Elementary School,ES,HUGHES L-Magnet Cluster-STEM,STEM,240 W 104TH ST,Chicago,Illinois,60628,7735355075,7735355082,https://www.cps.edu/schools/schoolprofiles/610368,http://lhughes.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.705342,-87.629869,POINT (-87.629869 41.705342)
609679,PROSSER HS,Charles Allen Prosser Career Academy High School,HS,PROSSER HS-Special Education-Deaf/Hard of Hearing,Deaf/Hard of Hearing,2148 N LONG AVE,Chicago,Illinois,60639,7735343200,7735343382,https://www.cps.edu/schools/schoolprofiles/609679,https://prosseracademy.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.920059,-87.761048,POINT (-87.761048 41.920059)
609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,CHICAGO VOCATIONAL HS-Special Education-Significantly Modified Curriculum w/ Intensive Supports,Significantly Modified Curriculum w/ Intensive Supports,2100 E 87TH ST,Chicago,Illinois,60617,7735356100,7735356633,https://www.cps.edu/schools/schoolprofiles/609674,https://chicagovocational.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.737174,-87.573268,POINT (-87.573268 41.737174)
609880,DECATUR,Stephen Decatur Classical Elementary School,ES,DECATUR-Selective Enrollment-Classical,Classical,7030 N SACRAMENTO AVE,Chicago,Illinois,60645,7735342201,7735342191,https://www.cps.edu/schools/schoolprofiles/609880,https://www.decaturclassical.org,"5,6,7,8",Admissions Exam,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>3.0</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Admissions Exam,,42.009289,-87.704619,POINT (-87.704619 42.009289)
609862,COLES,Edward Coles Elementary Language Academy,ES,COLES-Magnet Cluster-World Language,World Language,8441 S YATES BLVD,Chicago,Illinois,60617,7735356550,7735356570,https://www.cps.edu/schools/schoolprofiles/609862,https://colesacademy.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.  World Language offered = Spanish</li></ul>",None,,41.741413,-87.56597,POINT (-87.56597 41.741413)
610325,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,AVONDALE-LOGANDALE-Open Enrollment-General Education,General Education,3212 W GEORGE ST,Chicago,Illinois,60618,7735345350,7735345349,https://www.cps.edu/schools/schoolprofiles/610325,http://avondalelogandaleschool.org/,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.93397,-87.708041,POINT (-87.708041 41.93397)
609887,DIXON,Arthur Dixon Elementary School,ES,DIXON-Open Enrollment-General Education,General Education,8306 S SAINT LAWRENCE AVE,Chicago,Illinois,60619,7735353834,7735353811,https://www.cps.edu/schools/schoolprofiles/609887,http://www.dixoneagles.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.743669,-87.609979,POINT (-87.609979 41.743669)
609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,HS,CHICAGO VOCATIONAL HS-Special Education-Deaf/Hard of Hearing,Deaf/Hard of Hearing,2100 E 87TH ST,Chicago,Illinois,60617,7735356100,7735356633,https://www.cps.edu/schools/schoolprofiles/609674,https://chicagovocational.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.737174,-87.573268,POINT (-87.573268 41.737174)
610009,GALILEO,Galileo Math & Science Scholastic Academy ES,ES,"GALILEO-Magnet-Scholastic Academy, STEM","Scholastic Academy, STEM",820 S CARPENTER ST,Chicago,Illinois,60607,7735347070,7735347109,https://www.cps.edu/schools/schoolprofiles/610009,https://galileoscholasticacademy.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,Proximity,Tier,General</li><li><strong>Note: </strong>The distribution of available seats into the 4 socio-economic tiers will only be applicable at the entry-level grade.   Staff Preference (and, if applicable, proximity preference) applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.871255,-87.653366,POINT (-87.653366 41.871255)
610229,PRITZKER,A.N. Pritzker School,ES,PRITZKER-Magnet Cluster-Fine & Performing Arts,Fine & Performing Arts,2009 W SCHILLER ST,Chicago,Illinois,60622,7735344415,7735344634,https://www.cps.edu/schools/schoolprofiles/610229,http://www.pritzkerschool.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.907053,-87.677761,POINT (-87.677761 41.907053)
609693,WESTINGHOUSE HS,George Westinghouse College Prep,HS,WESTINGHOUSE HS-Selective Enrollment- High School,High School,3223 W FRANKLIN BLVD,Chicago,Illinois,60624,7735346400,7735346422,https://www.cps.edu/schools/schoolprofiles/609693,https://newwestinghouse.org,9,Admissions Exam,"<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General,Tier</li></ul>",Admissions Exam,,41.889977,-87.707332,POINT (-87.707332 41.889977)
610033,LASALLE,LaSalle Elementary Language Academy,ES,LASALLE-Magnet-World Language,World Language,1734 N ORLEANS ST,Chicago,Illinois,60614,7735348470,7735348021,https://www.cps.edu/schools/schoolprofiles/610033,https://www.lasallechicago.com,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,Proximity,Tier,General</li><li><strong>Note: </strong>The distribution of available seats into the 4 socio-economic tiers will only be applicable at the entry-level grade.   Staff Preference (and, if applicable, proximity preference) applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.  World Languages offered = French, Italian, Mandarin, Spanish</li></ul>",None,,41.9139,-87.637565,POINT (-87.637565 41.9139)
609956,GRIMES,Robert L Grimes Elementary School,ES,GRIMES-Open Enrollment-General Education,General Education,5450 W 64TH PL,Chicago,Illinois,60638,7735352364,7735352366,https://www.cps.edu/schools/schoolprofiles/609956,https://grimes.cps.edu/,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.775464,-87.758803,POINT (-87.758803 41.775464)
609728,ROOSEVELT HS,Theodore Roosevelt High School,HS,ROOSEVELT HS-Career & Technical Education (CTE)-Information Technology,Information Technology,3436 W WILSON AVE,Chicago,Illinois,60625,7735345000,7735345044,https://www.cps.edu/schools/schoolprofiles/609728,https://rhsroughriders.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.964828,-87.714819,POINT (-87.714819 41.964828)
609728,ROOSEVELT HS,Theodore Roosevelt High School,HS,ROOSEVELT HS-Career & Technical Education (CTE)-Information Technology,Information Technology,3436 W WILSON AVE,Chicago,Illinois,60625,7735345000,7735345044,https://www.cps.edu/schools/schoolprofiles/609728,https://rhsroughriders.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.964828,-87.714819,POINT (-87.714819 41.964828)
610543,SOLORIO HS,Eric Solorio Academy High School,HS,SOLORIO HS-Special Education-Significantly Modified Curriculum w/ Intensive Supports,Significantly Modified Curriculum w/ Intensive Supports,5400 S ST LOUIS AVE,Chicago,Illinois,60632,7735359070,7735359073,https://www.cps.edu/schools/schoolprofiles/610543,https://solorioacademy.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.795201,-87.711059,POINT (-87.711059 41.795201)
610276,MOLLISON,Irvin C Mollison Elementary School,ES,MOLLISON-Open Enrollment-General Education,General Education,4415 S DR MARTIN L KING JR DR,Chicago,Illinois,60653,7735351804,7735351803,https://www.cps.edu/schools/schoolprofiles/610276,https://www.mollisonelementary.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.814358,-87.616618,POINT (-87.616618 41.814358)
610158,SAYRE,Harriet E Sayre Elementary Language Academy,ES,SAYRE-Magnet Cluster-World Language,World Language,1850 N NEWLAND AVE,Chicago,Illinois,60707,7735343351,7735343394,https://www.cps.edu/schools/schoolprofiles/610158,https://sayre.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.  World Language offered = Spanish</li></ul>",None,,41.914151,-87.798721,POINT (-87.798721 41.914151)
610167,SEWARD,William H Seward Communication Arts Academy ES,ES,SEWARD-Open Enrollment-General Education,General Education,4600 S HERMITAGE AVE,Chicago,Illinois,60609,7735354890,7735354884,https://www.cps.edu/schools/schoolprofiles/610167,https://seward.cps.edu,"K,1,2,3,4,5",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.810333,-87.668772,POINT (-87.668772 41.810333)
610070,MCPHERSON,James B McPherson Elementary School,ES,MCPHERSON-Selective Enrollment-Regional Gifted,Regional Gifted,4728 N WOLCOTT AVE,Chicago,Illinois,60640,7735342625,7735342637,https://www.cps.edu/schools/schoolprofiles/610070,https://mcpherson.cps.edu,"1,2,3",Admissions Exam,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li><li><strong>Note: </strong>McPherson is currently phasing in its Gifted program and will add one grade level each year until the program serves grades K-8.</li></ul>,Admissions Exam,,41.967847,-87.676288,POINT (-87.676288 41.967847)
609861,CLISSOLD,Henry R Clissold Elementary School,ES,CLISSOLD-Magnet Cluster-IB Middle Years Programme,IB Middle Years Programme,2350 W 110TH PL,Chicago,Illinois,60643,7735352560,7735352556,https://www.cps.edu/schools/schoolprofiles/609861,http://www.clissold-school.org,"6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.693026,-87.680897,POINT (-87.680897 41.693026)
610586,SADLOWSKI,Edward E. Sadlowski Elementary School,ES,SADLOWSKI-Open Enrollment-General Education,General Education,3930 E 105TH,Chicago,Illinois,60617,7735358040,7735358020,https://www.cps.edu/schools/schoolprofiles/610586,http://sadlowski.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.704859,-87.527985,POINT (-87.527985 41.704859)
609818,BURBANK,Luther Burbank Elementary School,ES,BURBANK-Open Enrollment-General Education,General Education,2035 N MOBILE AVE,Chicago,Illinois,60639,7735343000,7735343338,https://www.cps.edu/schools/schoolprofiles/609818,https://burbank.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.917598,-87.7827,POINT (-87.7827 41.917598)
609730,SENN HS,Nicholas Senn High School,HS,"SENN HS-Neighborhood-General Education, International Baccalaureate (IB)","General Education, International Baccalaureate (IB)",5900 N GLENWOOD AVE,Chicago,Illinois,60660,7735342365,7735342369,https://www.cps.edu/schools/schoolprofiles/609730,https://www.sennhs.org,9,None,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area</li></ul>,None,,41.989029,-87.667136,POINT (-87.667136 41.989029)
610539,CAMRAS,Marvin Camras Elementary School,ES,CAMRAS-Magnet Cluster-STEM,STEM,3000 N MANGO AVE,Chicago,Illinois,60634,7735342960,7735342963,https://www.cps.edu/schools/schoolprofiles/610539,http://camras.cps.edu/,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.934931,-87.770127,POINT (-87.770127 41.934931)
609955,GRESHAM,Walter Q Gresham Elementary School,ES,GRESHAM-Open Enrollment-General Education,General Education,8524 S GREEN ST,Chicago,Illinois,60620,7735353350,7735353563,https://www.cps.edu/schools/schoolprofiles/609955,http://Greshamschool.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.73892,-87.645025,POINT (-87.645025 41.73892)
